t2D,logP,BP,MW,2DmMW,2Dx,2Dy,2Dz,2Du,2Ds,PM,L2D,Flow,GV2DT1,GV2DT2,GV2DT3,GV2DT4,GV2DT5,GV2DRT,A2D2,A2D3,A2D4
"1,89","2,71","89,2","140,22",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,19","3,1","208,02","154,25",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,17","3,49","230,9","168,28",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,32","3,88","253,78","182,3",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,31","4,27","276,66","196,33",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,49","4,66","299,54","210,36",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,49","5,44","345,3","238,41",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,9","3,1","208,02","154,25",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,02","3,49","230,9","168,28",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,09","3,88","253,78","182,3",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,26","4,66","299,54","210,36",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,71","3,1","208,02","154,25",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,83","3,49","230,9","168,28",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"4,88","1,43","195,2","120,15",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"4,13","2,42","237,2","148,2",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"4,64","2,42","245,48","148,2017",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,1",3,"172,62","136,234",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,14",3,163,"136,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,3",3,"163,7","136,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,26",3,"167,68","136,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,4","3,48","167,2","136,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,66","3,01",155,"138,21",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,96","2,61",177,"120,1916",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,39",3,"173,5","136,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,09","1,91",169,"142,09938",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,77","3,12","180,65","134,21",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,23","2,56","165,4","120,19",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,48","3,31",181,"136,24",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,54","2,74","176,6","154,249",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,63","3,31","183,2","136,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,73","1,88","278,63","170,2487",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,74","3,45",188,"136,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,41","4,31","197,87","154,29",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,88","1,88","278,63","170,2487",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,97","4,34",192,"152,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,22","2,94","200,15","142,24",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,74","2,67","198,8","154,25",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,22","2,21","102,7","152,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,9","2,18","235,5","150,22",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,15","2,68","227,73","170,25186",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,92","2,91","231,05","190,28",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,48","2,52","192,03","152,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,55","2,52","192,03","152,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,78","2,4","204,2","152,23",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,14","3,42","205,6","148,24",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,69","1,97","260,17","152,2334",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,35","2,5","89,2","154,25",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"3,33","2,5","267,84","154,25",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,53","2,87","284,01","156,26",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,78","5,09",234,"184,37",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,72","3,72","232,15","170,29",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,14","4,27","288,69","204,36",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,55","3,69","244,15","200,32",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,43","4,58","303,33","204,35",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,67","3,66","310,78","192,3",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,83","4,5","263,2","198,34",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,62","4,65","283,21","204,35",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"3,04","4,4","363,31","222,37",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,41","3,94","319,88","220,35",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,51","3,92","391,85","222,366",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"4,12","1,15","289,64","151,2056",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,18","0,23","153,05","74,0819",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,66","-0,51","221,85","59,07",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,14","1,15","147,05","93,0834",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,22","2,09","164,05","97,16",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,34","2,48","182,85","111,19",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"2,16","0,95","242,55","104,1094",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"2,24",0,"226,1","116,12",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,44","2,87","205,25","125,21",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"2,8","-1,54","211,75","113,0748",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"2,32","2,3","231,05","135,1863",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"2,7","0,68","137,05","113,16",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"2,72","1,43","345,11","128,13",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"0,62","-1,21","161,62","111,12",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"2,8","1,26","389,08","147,13",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"2,46","2,76","175,55","150,2209",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,52","4,43","277,05","181,32",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,6","5,21","226,55","209,37",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,6","5,99","333,05","237,42",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"2,16","3,72","623,7","281,31",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,6","6,38","417,29","251,5",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,96","4,17","372,97","227,39",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,66","7,16","463,05","279,5",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"1,94","7,55","485,93","293,5",136,125,175,183,268,220,5,"1,5","1,5","0,000226354079339","0,000226354079339","0,000264717834677","0,000299812656815","0,000299812656815","0,000264717834677",3,3,0
"0,74","3,3","322,86","186,29","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,765","4,47","323,05","228,37","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,775","4,86","163,55","242,4","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,785","5,64","413,94","284,5","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,825","5,89","215,05","284,5","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,815","6,42","218,55","298,5","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,79","6,2","192,05","296,4879","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,75","5,97","182,05","294,4721","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,725","5,75","368,18","292,5","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"1,4","5,11","466,28","256,42","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"1,48","5,41","215,55","312,4873","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,83","7,2","213,55","326,557","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,845","2,91","177,05","172,26","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"1,02","-0,29","441,42","165,19","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,851","6,2","491,34","296,5","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,855","6,75","260,97","322,5","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"1,54","-0,26","151,15","176,17","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,65","1,74","194,55","130,18","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,71","2,52","224,05","186,29","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,74","3,3","322,86","186,29","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,765","4,47","323,05","228,37","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,775","4,86","163,55","242,4","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,785","5,64","413,94","284,5","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,825","5,89","262,05","284,5","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,505","4,08","215,05","214,34","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,815","6,42","218,55","298,5","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,79","6,2","192,05","296,4879","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,75","5,97","213,55","294,4721","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,77","2,91","182,05","172,26","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,725","5,75","368,18","292,4562","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"1,4","5,11","215,55","256,42","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"0,875","7,2","322,86","326,557","80,4",30,72,62,96,65,2,"0,79","1,4","0,000212839731293","0,000212839731293","0,000260616623995","0,000303510295497","0,000303510295497","0,000260616623995",10,10,0
"1,24",3,"173,35","136,24","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,6","0,76","104,05","70,0898","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,69","1,77","131,05","100,16","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"1,17",3,"162,85","136,23","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"1,28",3,"172,47","136,234","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,45",3,"159,65","136,24","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"1,04","2,77","166,65","136,19","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"1,14",3,"167,68","136,23","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"1,13",3,"163,55","136,23","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,58","1,15","134,05","84,1164","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,75","2,16",152,"114,18","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,76","2,16","155,5","114,18","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,82","1,74","151,15","130,1849","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"1,08","3,48","159,81","136,24","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,53","1,17",138,"88,15","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,72","1,52","166,74","128,17","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"1,1","2,74","176,45","154,249","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"1,03","3,31","180,85","136,24","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,68","2,33","147,5","104,15","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,9","3,01",155,"138,21","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"1,09","3,16","177,46","136,24","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,5","1,02",131,"88,148","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,91","3,12","180,5","134,21","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,82","2,55",171,"128,212","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,5","1,09","161,8","96,0846","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,43","0,94","115,55","86,13","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,42","0,09","119,25","60,052","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,86","2,94",195,"142,2386","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,49","1,09","161,85","96,0846","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,81","1,97","255,04","152,23","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
"0,78","3,03",187,"132,2","80,4",30,72,62,96,65,2,"0,79","1,5","0,000215117345884","0,000215117345884","0,000254389138222","0,00029039199736","0,00029039199736","0,000254389138222",10,10,0
