t2D,logP,BP,MW,2DmMW,2Dx,2Dy,2Dz,2Du,2Ds,PM,L2D,Flow,GV2DT1,GV2DT2,GV2DT3,GV2DT4,GV2DT5,GV2DRT,A2D2,A2D3,A2D4
"3,36","2,99","409,52","269,767",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,71","4,56","338,5","301,127",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,29","5,24","436,69","373,32",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,57","1,85","396,4","227,33",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,45","1,08","401,1","241,36",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,05","4,78",457,"252,39",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,45","2,24","401,1","241,36",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,34","2,53","386,5","305,334",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,15","3,6",340,"278,34",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,61","2,8","349,5","277,23",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,28","5,27","447,49","364,9",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,31","4,72","347,3","350,59",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"4,07","3,39","410,98","236,269",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,47","3,12","423,49","244,28",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,65","2,63","155,2","228,24",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,3","5,73","396,5","359,56",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,41","3,42",251,"228,29",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,41","5,73","396,5","359,6",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,5","5,4","425,5","389,3",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,89","4,49","378,36","202,26",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,34","6,43",385,"390,6",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,23","5,43","388,8",394,136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,41","5,14","484,59","289,54",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,02","4,38","522,48","306,4",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"4,07","4,58","378,36","202,25",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,59","3,19","503,42","268,31",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,53","4,48","468,81","380,91",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,71","4,45","539,22","310,2",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,74","4,48","468,81","380,907",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,01","5,16","186,5","334,4",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,63",4,370,"312,4",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,01","6,7","379,9","362,24571",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,3","3,63","613,08","366,4",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,92","5,6","412,9","309,2",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"4,25","5,15","437,75","228,3",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"4,34","5,15","448,2","228,3",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,8","6,2","425,8","330,418",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"4,15","4,12","512,33","284,399",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"4,08","3,91","532,02","286,4",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,22","6,72",385,"390,6",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"3,35","7,5","705,52","418,6",136,125,175,183,268,220,5,2,"1,2","0,000217384871175","0,000217384871175","0,000245944573658","0,000280719105405","0,000319650249216","0,000271797843858",10,5,7
"2,49","1,51","196,4","116,16",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,02","1,41","138,85","102,174",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,17","1,41","133,31","102,174",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,57","1,33","156,5","100,16",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,56","1,56","151,65","102,162",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"3,01","2,16","107,725","114,18",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,73","2,55",171,"128,212",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"4,13","2,1","219,798","138,21",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,58","3,12","214,72","148,24",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"5,51","2,3","231,2","135,1863",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,51","2,54","235,21","170,2487",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,73","2,3","212,77","156,22",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,51","2,93","258,09","184,28",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,51","2,93","258,09","184,27",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,85","2,85","262,57","182,26",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,56","2,69","235,65","170,2487",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,84","1,9",169,"142,1956",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,32","2,77",199,"172,27",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,65","2,69","235,65","170,25",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,51","2,93","258,09","184,27",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,8","1,6","162,41","130,18",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,28","4,8","291,1","204,35",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,29",3,159,"136,23",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"3,02","2,5",267,"154,25",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,46","3,31",178,"136,24",136,125,175,183,268,220,6,"0,89",1,"0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,65","1,33","156,5","100,16",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,39","3,48","159,96","136,234",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,42","3,48","159,96","136,23",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"4,03","2,55","222,9","152,1494",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,98","2,85","262,57","182,26",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,59","3,47","281,41","198,3019",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,39","4,73","291,1","204,35",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,55","5,2","278,4","204,36",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"3,76","3,2","330,97","204,26",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,09","1,54","116,5","98,14",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"3,13","2,5",267,"154,25",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,31","3,48","167,2","136,23",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"3,27","2,32","173,4","126,2",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,97","1,91",169,"142,2",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"4,66","1,18","205,95","108,14",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,39","3,48","159,96","136,234",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,42","3,48","159,96","136,23",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"4,19","1,47","199,8","136,15",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,63","2,54","235,21","170,25",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"4,3","1,75","215,1","150,18",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"3,93","1,86","213,2","150,17",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,84","2,55","222,9","170,25",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"3,71","1,36","308,3","164,24",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"4,03","2,55","222,9","152,1494",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,59","3,47","281,41","198,3019",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,39","4,73","291,1","204,35",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,55","5,2","278,4","204,36",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"3,76","3,2","330,97","204,26",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,49","1,51","197,65","116,16",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,02","1,41","149,05","102,174",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,17","1,41","134,47","102,174",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,57","1,33","156,7","100,16",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,56","1,56","151,65","102,162",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"3,01","2,16","152,8","114,18",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,73","2,55",171,"128,212",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"4,13","2,16","226,43","138,21",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,58","3,12","214,72","148,24",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"5,51","2,3","231,2","135,1863",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,51","2,54","235,21","170,2487",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,73","2,3","212,77","156,22",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,51","2,93","258,09","170,25",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,85","2,85","262,57","182,26",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,56","2,69","235,65","170,25",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,84","1,9",169,"142,2",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,32","2,77",199,"172,26",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,65","2,69","235,65","170,13068",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,51","2,93","258,09","184,2788",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,8","1,6","162,41","130,18",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,56","3,29","191,35","136,23",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,28","4,73","291,1","204,35",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,29",3,"167,68","136,23",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"3,02","2,5","267,84","154,25",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"2,46","3,31",181,"136,24",136,125,175,183,268,220,6,"0,89","1,2","0,000208254234211","0,000208254234211","0,00027079398095","0,000294190529042","0,000294190529042","0,000253342395789",5,25,0
"0,06","3,76",151,"128,2",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,12","4,15","174,75","142,29",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,32","4,54","195,9","156,31",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,66","5,32",234,"184,37",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,94","1,56","151,65","102,162",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"3,34","2,73","215,2","144,26",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"3,35","3,12",230,"158,28",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"3,24","3,51",243,"172,31",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"3,07","3,9",259,"186,34",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,78","1,33","159,2","100,16",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"4,27","2,51","228,66","142,24",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"4,28","2,9","251,54","156,26",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"4,03","3,29","274,42","170,29",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"3,83","3,68","297,3","184,32",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"3,54","4,07","320,18","198,3449",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,14","1,33","154,7","100,16",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,48","1,33","156,7","100,16",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,44","1,33","157,2","100,16",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,61","2,11","197,86","128,21",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,53","2,16","152,8","114,18",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,97","2,55",171,"128,212",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,23","2,94",195,"142,2386",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,47","3,33",207,"156,2",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,58","3,72",225,"170,29",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,71","4,11",257,"184,32",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,82","4,5",280,"198,34",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,91","4,89",302,"212,37",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"1,99","5,28",285,"226,4",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"2,085","5,67","297,5","240,42",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
"0,72","1,54","146,7","98,14",44,305,551,360,562,484,5,"0,8",2,"0,000215117345884","0,000215117345884","0,000269182553862","0,00029039199736","0,00029039199736","0,000254389138222",3,10,0
